barcode,invoice_number,sale_date,quantity_sold,selling_price,discount,total_amount
8901060,INV-01459,2026-06-12,1,348,0,348
8901060,INV-01463,2026-06-12,1,348,0,348
8901061,INV-01496,2026-06-12,1,42,4.2,37.8
8901062,INV-01580,2026-06-12,5,23,0,115
8901062,INV-01595,2026-06-12,5,23,0,115
8901063,INV-01609,2026-06-12,1,38,0,38
8901064,INV-01640,2026-06-12,2,176,35.2,316.8
8901001,INV-00017,2026-06-13,3,68,0,204
8901002,INV-00143,2026-06-13,1,52,0,52
8901002,INV-00230,2026-06-13,3,52,0,156
8901005,INV-00366,2026-06-13,2,128,25.6,230.4
8901006,INV-00420,2026-06-13,1,118,0,118
8901011,INV-00514,2026-06-13,1,99,0,99
8901012,INV-00564,2026-06-13,2,42,0,84
8901013,INV-00600,2026-06-13,3,92,0,276
8901030,INV-00690,2026-06-13,1,20,0,20
8901030,INV-00718,2026-06-13,4,20,4.0,76.0
8901031,INV-00763,2026-06-13,1,85,0,85
8901031,INV-00805,2026-06-13,5,85,42.5,382.5
8901032,INV-00868,2026-06-13,3,158,0,474
8901034,INV-00995,2026-06-13,1,42,0,42
8901035,INV-01007,2026-06-13,3,19,0,57
8901035,INV-01075,2026-06-13,3,19,0,57
8901064,INV-01635,2026-06-13,3,176,52.8,475.2
8901065,INV-01662,2026-06-13,1,128,0,128
8901066,INV-01718,2026-06-13,2,56,0,112
8901001,INV-00069,2026-06-14,3,68,10.2,193.8
8901002,INV-00153,2026-06-14,2,52,0,104
8901002,INV-00160,2026-06-14,5,52,0,260
8901002,INV-00193,2026-06-14,3,52,0,156
8901005,INV-00413,2026-06-14,3,128,19.2,364.8
8901012,INV-00548,2026-06-14,1,42,0,42
8901030,INV-00741,2026-06-14,5,20,0,100
8901032,INV-00833,2026-06-14,2,158,0,316
8901034,INV-00977,2026-06-14,4,42,8.4,159.6
8901035,INV-01027,2026-06-14,5,19,9.5,85.5
8901050,INV-01120,2026-06-14,3,32,9.6,86.4
8901050,INV-01134,2026-06-14,3,32,0,96
8901051,INV-01160,2026-06-14,1,270,0,270
8901053,INV-01235,2026-06-14,1,705,0,705
8901055,INV-01323,2026-06-14,3,94,0,282
8901058,INV-01416,2026-06-14,2,205,0,410
8901059,INV-01437,2026-06-14,1,270,0,270
8901060,INV-01469,2026-06-14,1,348,0,348
8901061,INV-01483,2026-06-14,1,42,2.1,39.9
8901062,INV-01570,2026-06-14,3,23,3.45,65.55
8901062,INV-01583,2026-06-14,4,23,0,92
8901063,INV-01604,2026-06-14,3,38,0,114
8901063,INV-01622,2026-06-14,1,38,3.8,34.2
8901063,INV-01623,2026-06-14,1,38,0,38
8901001,INV-00079,2026-06-15,4,68,0,272
8901002,INV-00179,2026-06-15,5,52,0,260
8901002,INV-00184,2026-06-15,2,52,0,104
8901002,INV-00206,2026-06-15,2,52,10.4,93.6
8901003,INV-00237,2026-06-15,1,272,0,272
8901003,INV-00262,2026-06-15,2,272,54.4,489.6
8901030,INV-00696,2026-06-15,4,20,8.0,72.0
8901033,INV-00917,2026-06-15,1,155,0,155
8901034,INV-00933,2026-06-15,5,42,0,210
8901034,INV-00940,2026-06-15,2,42,0,84
8901043,INV-01096,2026-06-15,1,320,16.0,304.0
8901050,INV-01099,2026-06-15,5,32,0,160
8901050,INV-01127,2026-06-15,1,32,1.6,30.4
8901051,INV-01168,2026-06-15,1,270,27.0,243.0
8901051,INV-01189,2026-06-15,1,270,0,270
8901052,INV-01206,2026-06-15,2,180,0,360
8901052,INV-01230,2026-06-15,1,180,18.0,162.0
8901053,INV-01237,2026-06-15,2,705,141.0,1269.0
8901053,INV-01254,2026-06-15,1,705,35.25,669.75
8901053,INV-01255,2026-06-15,2,705,70.5,1339.5
8901054,INV-01273,2026-06-15,1,172,8.6,163.4
8901055,INV-01305,2026-06-15,1,94,0,94
8901057,INV-01369,2026-06-15,1,165,8.25,156.75
8901059,INV-01428,2026-06-15,1,270,13.5,256.5
8901059,INV-01431,2026-06-15,1,270,0,270
8901062,INV-01538,2026-06-15,3,23,3.45,65.55
8901064,INV-01637,2026-06-15,3,176,52.8,475.2
8901064,INV-01642,2026-06-15,1,176,17.6,158.4
8901002,INV-00125,2026-06-16,2,52,0,104
8901002,INV-00167,2026-06-16,4,52,0,208
8901002,INV-00174,2026-06-16,4,52,10.4,197.6
8901002,INV-00207,2026-06-16,2,52,0,104
8901004,INV-00337,2026-06-16,4,28,0,112
8901010,INV-00467,2026-06-16,1,90,0,90
8901030,INV-00735,2026-06-16,2,20,0,40
8901032,INV-00823,2026-06-16,4,158,0,632
8901033,INV-00880,2026-06-16,1,155,7.75,147.25
8901051,INV-01167,2026-06-16,1,270,0,270
8901052,INV-01229,2026-06-16,1,180,0,180
8901053,INV-01252,2026-06-16,1,705,70.5,634.5
8901055,INV-01314,2026-06-16,1,94,0,94
8901060,INV-01464,2026-06-16,1,348,0,348
8901063,INV-01626,2026-06-16,3,38,11.4,102.6
8901066,INV-01697,2026-06-16,1,56,5.6,50.4
8901002,INV-00147,2026-06-17,1,52,0,52
8901003,INV-00248,2026-06-17,4,272,54.4,1033.6
8901004,INV-00322,2026-06-17,4,28,0,112
8901005,INV-00375,2026-06-17,1,128,0,128
8901005,INV-00401,2026-06-17,1,128,0,128
8901005,INV-00405,2026-06-17,1,128,0,128
8901030,INV-00689,2026-06-17,3,20,6.0,54.0
8901031,INV-00765,2026-06-17,4,85,0,340
8901034,INV-00961,2026-06-17,5,42,10.5,199.5
8901051,INV-01175,2026-06-17,1,270,0,270
8901056,INV-01342,2026-06-17,1,395,0,395
8901059,INV-01449,2026-06-17,1,270,0,270
8901059,INV-01455,2026-06-17,2,270,0,540
8901061,INV-01484,2026-06-17,1,42,0,42
8901064,INV-01649,2026-06-17,1,176,0,176
8901064,INV-01657,2026-06-17,2,176,0,352
8901001,INV-00010,2026-06-18,1,68,0,68
8901001,INV-00088,2026-06-18,3,68,0,204
8901002,INV-00217,2026-06-18,4,52,0,208
8901002,INV-00226,2026-06-18,3,52,0,156
8901005,INV-00409,2026-06-18,1,128,0,128
8901010,INV-00465,2026-06-18,3,90,0,270
8901013,INV-00614,2026-06-18,3,92,0,276
8901032,INV-00835,2026-06-18,5,158,0,790
8901052,INV-01194,2026-06-18,3,180,0,540
8901052,INV-01234,2026-06-18,2,180,0,360
8901054,INV-01283,2026-06-18,3,172,0,516
8901054,INV-01291,2026-06-18,2,172,34.4,309.6
8901059,INV-01433,2026-06-18,1,270,0,270
8901062,INV-01547,2026-06-18,2,23,0,46
8901063,INV-01613,2026-06-18,1,38,0,38
8901063,INV-01630,2026-06-18,3,38,11.4,102.6
8901065,INV-01670,2026-06-18,2,128,25.6,230.4
8901001,INV-00019,2026-06-19,1,68,0,68
8901001,INV-00116,2026-06-19,4,68,0,272
8901003,INV-00242,2026-06-19,3,272,0,816
8901006,INV-00427,2026-06-19,1,118,0,118
8901006,INV-00430,2026-06-19,1,118,0,118
8901011,INV-00517,2026-06-19,1,99,0,99
8901030,INV-00731,2026-06-19,1,20,2.0,18.0
8901030,INV-00733,2026-06-19,3,20,0,60
8901032,INV-00828,2026-06-19,3,158,0,474
8901051,INV-01182,2026-06-19,2,270,54.0,486.0
8901052,INV-01205,2026-06-19,2,180,0,360
8901052,INV-01226,2026-06-19,2,180,36.0,324.0
8901052,INV-01228,2026-06-19,1,180,0,180
8901055,INV-01317,2026-06-19,1,94,0,94
8901062,INV-01548,2026-06-19,5,23,0,115
8901062,INV-01571,2026-06-19,4,23,0,92
8901004,INV-00345,2026-06-20,4,28,0,112
8901004,INV-00359,2026-06-20,3,28,0,84
8901006,INV-00431,2026-06-20,1,118,0,118
8901010,INV-00464,2026-06-20,1,90,0,90
8901013,INV-00606,2026-06-20,3,92,0,276
8901030,INV-00688,2026-06-20,3,20,0,60
8901030,INV-00708,2026-06-20,5,20,0,100
8901031,INV-00796,2026-06-20,3,85,12.75,242.25
8901031,INV-00802,2026-06-20,4,85,17.0,323.0
8901033,INV-00886,2026-06-20,1,155,15.5,139.5
8901035,INV-01011,2026-06-20,2,19,0,38
8901035,INV-01065,2026-06-20,1,19,1.9,17.1
8901053,INV-01240,2026-06-20,3,705,0,2115
8901054,INV-01277,2026-06-20,2,172,34.4,309.6
8901055,INV-01307,2026-06-20,2,94,0,188
8901061,INV-01504,2026-06-20,1,42,0,42
8901066,INV-01714,2026-06-20,2,56,5.6,106.4
8901001,INV-00093,2026-06-21,2,68,0,136
8901002,INV-00165,2026-06-21,1,52,2.6,49.4
8901003,INV-00296,2026-06-21,1,272,0,272
8901004,INV-00320,2026-06-21,4,28,11.2,100.8
8901012,INV-00559,2026-06-21,1,42,0,42
8901013,INV-00595,2026-06-21,1,92,4.6,87.4
8901013,INV-00617,2026-06-21,1,92,9.2,82.8
8901020,INV-00625,2026-06-21,1,56,0,56
8901021,INV-00652,2026-06-21,3,58,0,174
8901021,INV-00669,2026-06-21,1,58,5.8,52.2
8901030,INV-00681,2026-06-21,2,20,0,40
8901030,INV-00682,2026-06-21,3,20,0,60
8901032,INV-00842,2026-06-21,2,158,0,316
8901033,INV-00909,2026-06-21,1,155,0,155
8901034,INV-00956,2026-06-21,4,42,0,168
8901035,INV-01091,2026-06-21,5,19,0,95
8901054,INV-01286,2026-06-21,3,172,0,516
8901055,INV-01309,2026-06-21,2,94,0,188
8901061,INV-01476,2026-06-21,1,42,2.1,39.9
8901061,INV-01485,2026-06-21,3,42,0,126
8901061,INV-01519,2026-06-21,1,42,0,42
8901001,INV-00064,2026-06-22,5,68,0,340
8901001,INV-00065,2026-06-22,1,68,0,68
8901002,INV-00175,2026-06-22,5,52,0,260
8901004,INV-00316,2026-06-22,3,28,0,84
8901004,INV-00352,2026-06-22,2,28,0,56
8901005,INV-00402,2026-06-22,2,128,25.6,230.4
8901006,INV-00417,2026-06-22,1,118,0,118
8901006,INV-00433,2026-06-22,1,118,5.9,112.1
8901006,INV-00456,2026-06-22,2,118,0,236
8901011,INV-00505,2026-06-22,3,99,29.7,267.3
8901013,INV-00602,2026-06-22,2,92,0,184
8901013,INV-00624,2026-06-22,3,92,13.8,262.2
8901020,INV-00640,2026-06-22,2,56,0,112
8901030,INV-00675,2026-06-22,2,20,0,40
8901030,INV-00700,2026-06-22,1,20,0,20
8901050,INV-01131,2026-06-22,3,32,9.6,86.4
8901052,INV-01212,2026-06-22,3,180,54.0,486.0
8901056,INV-01346,2026-06-22,1,395,0,395
8901056,INV-01351,2026-06-22,1,395,39.5,355.5
8901056,INV-01357,2026-06-22,2,395,0,790
8901066,INV-01711,2026-06-22,2,56,5.6,106.4
8901001,INV-00073,2026-06-23,4,68,0,272
8901002,INV-00187,2026-06-23,3,52,15.6,140.4
8901003,INV-00239,2026-06-23,3,272,0,816
8901003,INV-00281,2026-06-23,3,272,0,816
8901005,INV-00388,2026-06-23,1,128,0,128
8901005,INV-00399,2026-06-23,1,128,0,128
8901006,INV-00426,2026-06-23,2,118,11.8,224.2
8901013,INV-00569,2026-06-23,1,92,4.6,87.4
8901013,INV-00579,2026-06-23,1,92,4.6,87.4
8901013,INV-00586,2026-06-23,1,92,0,92
8901020,INV-00638,2026-06-23,2,56,0,112
8901030,INV-00685,2026-06-23,2,20,0,40
8901030,INV-00725,2026-06-23,3,20,0,60
8901031,INV-00780,2026-06-23,2,85,0,170
8901033,INV-00915,2026-06-23,2,155,0,310
8901034,INV-00978,2026-06-23,4,42,0,168
8901034,INV-00986,2026-06-23,4,42,0,168
8901035,INV-01060,2026-06-23,1,19,0,19
8901052,INV-01198,2026-06-23,1,180,0,180
8901053,INV-01242,2026-06-23,3,705,0,2115
8901054,INV-01265,2026-06-23,1,172,0,172
8901057,INV-01380,2026-06-23,2,165,16.5,313.5
8901057,INV-01389,2026-06-23,1,165,0,165
8901061,INV-01494,2026-06-23,1,42,0,42
8901061,INV-01509,2026-06-23,2,42,0,84
8901062,INV-01587,2026-06-23,4,23,0,92
8901001,INV-00027,2026-06-24,2,68,0,136
8901002,INV-00159,2026-06-24,2,52,0,104
8901002,INV-00213,2026-06-24,5,52,13.0,247.0
8901005,INV-00383,2026-06-24,1,128,0,128
8901005,INV-00412,2026-06-24,2,128,12.8,243.2
8901006,INV-00459,2026-06-24,1,118,11.8,106.2
8901011,INV-00516,2026-06-24,1,99,0,99
8901030,INV-00693,2026-06-24,5,20,0,100
8901030,INV-00724,2026-06-24,3,20,3.0,57.0
8901030,INV-00739,2026-06-24,5,20,0,100
8901031,INV-00817,2026-06-24,1,85,0,85
8901032,INV-00834,2026-06-24,4,158,0,632
8901035,INV-01006,2026-06-24,1,19,0,19
8901058,INV-01403,2026-06-24,3,205,30.75,584.25
8901065,INV-01672,2026-06-24,2,128,0,256
8901066,INV-01695,2026-06-24,3,56,0,168
8901004,INV-00317,2026-06-25,3,28,0,84
8901004,INV-00344,2026-06-25,2,28,0,56
8901004,INV-00346,2026-06-25,1,28,0,28
8901006,INV-00419,2026-06-25,1,118,5.9,112.1
8901032,INV-00827,2026-06-25,1,158,0,158
8901032,INV-00874,2026-06-25,2,158,0,316
8901034,INV-00930,2026-06-25,2,42,0,84
8901035,INV-01013,2026-06-25,3,19,0,57
8901050,INV-01102,2026-06-25,1,32,0,32
8901050,INV-01124,2026-06-25,5,32,8.0,152.0
8901052,INV-01231,2026-06-25,1,180,0,180
8901059,INV-01439,2026-06-25,1,270,27.0,243.0
8901062,INV-01551,2026-06-25,2,23,2.3,43.7
8901065,INV-01668,2026-06-25,1,128,0,128
8901065,INV-01679,2026-06-25,2,128,12.8,243.2
8901065,INV-01680,2026-06-25,1,128,12.8,115.2
8901066,INV-01703,2026-06-25,3,56,0,168
8901001,INV-00032,2026-06-26,5,68,34.0,306.0
8901001,INV-00109,2026-06-26,3,68,10.2,193.8
8901003,INV-00294,2026-06-26,5,272,0,1360
8901005,INV-00386,2026-06-26,1,128,12.8,115.2
8901005,INV-00391,2026-06-26,2,128,0,256
8901006,INV-00429,2026-06-26,1,118,5.9,112.1
8901006,INV-00460,2026-06-26,2,118,0,236
8901010,INV-00481,2026-06-26,3,90,0,270
8901011,INV-00509,2026-06-26,3,99,0,297
8901013,INV-00610,2026-06-26,2,92,0,184
8901030,INV-00684,2026-06-26,1,20,0,20
8901030,INV-00748,2026-06-26,2,20,4.0,36.0
8901032,INV-00850,2026-06-26,1,158,0,158
8901034,INV-00971,2026-06-26,3,42,0,126
8901035,INV-01074,2026-06-26,2,19,0,38
8901055,INV-01325,2026-06-26,3,94,14.1,267.9
8901056,INV-01344,2026-06-26,1,395,0,395
8901056,INV-01347,2026-06-26,3,395,59.25,1125.75
8901058,INV-01399,2026-06-26,2,205,0,410
8901066,INV-01698,2026-06-26,1,56,0,56
8901001,INV-00041,2026-06-27,5,68,0,340
8901002,INV-00144,2026-06-27,3,52,0,156
8901004,INV-00303,2026-06-27,3,28,8.4,75.6
8901004,INV-00309,2026-06-27,2,28,0,56
8901010,INV-00463,2026-06-27,1,90,0,90
8901010,INV-00475,2026-06-27,3,90,13.5,256.5
8901011,INV-00502,2026-06-27,3,99,0,297
8901011,INV-00511,2026-06-27,1,99,0,99
8901011,INV-00526,2026-06-27,2,99,0,198
8901013,INV-00584,2026-06-27,1,92,0,92
8901013,INV-00590,2026-06-27,1,92,4.6,87.4
8901013,INV-00616,2026-06-27,1,92,0,92
8901021,INV-00670,2026-06-27,1,58,2.9,55.1
8901030,INV-00714,2026-06-27,3,20,0,60
8901031,INV-00799,2026-06-27,1,85,0,85
8901032,INV-00852,2026-06-27,5,158,0,790
8901033,INV-00887,2026-06-27,1,155,0,155
8901033,INV-00896,2026-06-27,1,155,0,155
8901033,INV-00926,2026-06-27,3,155,0,465
8901034,INV-00998,2026-06-27,4,42,0,168
8901035,INV-01040,2026-06-27,3,19,0,57
8901050,INV-01121,2026-06-27,1,32,0,32
8901052,INV-01208,2026-06-27,1,180,9.0,171.0
8901052,INV-01215,2026-06-27,1,180,0,180
8901053,INV-01236,2026-06-27,2,705,70.5,1339.5
8901054,INV-01289,2026-06-27,3,172,0,516
8901055,INV-01316,2026-06-27,1,94,0,94
8901057,INV-01394,2026-06-27,3,165,0,495
8901059,INV-01421,2026-06-27,2,270,0,540
8901062,INV-01535,2026-06-27,3,23,6.9,62.1
8901062,INV-01574,2026-06-27,2,23,2.3,43.7
8901063,INV-01603,2026-06-27,1,38,1.9,36.1
8901064,INV-01652,2026-06-27,2,176,0,352
8901065,INV-01658,2026-06-27,1,128,0,128
8901066,INV-01692,2026-06-27,2,56,0,112
8901001,INV-00001,2026-06-28,1,68,6.8,61.2
8901002,INV-00141,2026-06-28,5,52,26.0,234.0
8901002,INV-00194,2026-06-28,2,52,0,104
8901003,INV-00246,2026-06-28,2,272,54.4,489.6
8901003,INV-00257,2026-06-28,2,272,0,544
8901003,INV-00270,2026-06-28,1,272,0,272
8901004,INV-00341,2026-06-28,1,28,0,28
8901010,INV-00484,2026-06-28,1,90,0,90
8901021,INV-00659,2026-06-28,1,58,0,58
8901034,INV-00983,2026-06-28,2,42,0,84
8901050,INV-01151,2026-06-28,2,32,3.2,60.8
8901055,INV-01324,2026-06-28,2,94,9.4,178.6
8901057,INV-01379,2026-06-28,1,165,8.25,156.75
8901059,INV-01443,2026-06-28,2,270,0,540
8901063,INV-01621,2026-06-28,1,38,0,38
8901066,INV-01684,2026-06-28,2,56,11.2,100.8
8901004,INV-00329,2026-06-29,3,28,8.4,75.6
8901005,INV-00400,2026-06-29,2,128,0,256
8901011,INV-00495,2026-06-29,3,99,0,297
8901012,INV-00566,2026-06-29,1,42,0,42
8901013,INV-00577,2026-06-29,1,92,0,92
8901032,INV-00822,2026-06-29,2,158,15.8,300.2
8901032,INV-00864,2026-06-29,3,158,0,474
8901034,INV-00947,2026-06-29,2,42,0,84
8901034,INV-00951,2026-06-29,3,42,0,126
8901034,INV-00967,2026-06-29,3,42,0,126
8901034,INV-00972,2026-06-29,3,42,6.3,119.7
8901035,INV-01073,2026-06-29,4,19,7.6,68.4
8901050,INV-01100,2026-06-29,4,32,0,128
8901050,INV-01143,2026-06-29,3,32,0,96
8901050,INV-01150,2026-06-29,1,32,0,32
8901053,INV-01244,2026-06-29,1,705,70.5,634.5
8901055,INV-01336,2026-06-29,1,94,0,94
8901056,INV-01360,2026-06-29,1,395,19.75,375.25
8901061,INV-01518,2026-06-29,3,42,0,126
8901063,INV-01624,2026-06-29,1,38,0,38
8901001,INV-00104,2026-06-30,2,68,13.6,122.4
8901003,INV-00234,2026-06-30,3,272,0,816
8901003,INV-00238,2026-06-30,5,272,0,1360
8901013,INV-00618,2026-06-30,1,92,9.2,82.8
8901031,INV-00815,2026-06-30,4,85,0,340
8901032,INV-00829,2026-06-30,3,158,23.7,450.3
8901032,INV-00841,2026-06-30,2,158,0,316
8901034,INV-00931,2026-06-30,2,42,0,84
8901035,INV-01019,2026-06-30,2,19,0,38
8901035,INV-01070,2026-06-30,2,19,0,38
8901052,INV-01211,2026-06-30,1,180,9.0,171.0
8901052,INV-01223,2026-06-30,1,180,18.0,162.0
8901061,INV-01488,2026-06-30,1,42,0,42
8901063,INV-01611,2026-06-30,1,38,0,38
8901063,INV-01612,2026-06-30,1,38,0,38
8901065,INV-01659,2026-06-30,1,128,12.8,115.2
8901066,INV-01712,2026-06-30,1,56,0,56
8901001,INV-00043,2026-07-01,3,68,0,204
8901001,INV-00100,2026-07-01,4,68,0,272
8901002,INV-00170,2026-07-01,3,52,0,156
8901002,INV-00210,2026-07-01,3,52,15.6,140.4
8901003,INV-00280,2026-07-01,5,272,0,1360
8901003,INV-00298,2026-07-01,2,272,0,544
8901005,INV-00376,2026-07-01,1,128,0,128
8901005,INV-00377,2026-07-01,2,128,12.8,243.2
8901005,INV-00387,2026-07-01,3,128,0,384
8901005,INV-00404,2026-07-01,2,128,0,256
8901005,INV-00414,2026-07-01,2,128,0,256
8901021,INV-00662,2026-07-01,1,58,0,58
8901030,INV-00699,2026-07-01,5,20,0,100
8901030,INV-00707,2026-07-01,1,20,2.0,18.0
8901030,INV-00749,2026-07-01,1,20,0,20
8901031,INV-00786,2026-07-01,2,85,0,170
8901031,INV-00803,2026-07-01,3,85,25.5,229.5
8901032,INV-00845,2026-07-01,2,158,0,316
8901033,INV-00907,2026-07-01,2,155,0,310
8901034,INV-00932,2026-07-01,3,42,0,126
8901034,INV-00960,2026-07-01,3,42,12.6,113.4
8901056,INV-01343,2026-07-01,1,395,0,395
8901061,INV-01514,2026-07-01,2,42,0,84
8901062,INV-01581,2026-07-01,2,23,0,46
8901066,INV-01701,2026-07-01,2,56,0,112
8901001,INV-00035,2026-07-02,5,68,17.0,323.0
8901001,INV-00044,2026-07-02,3,68,0,204
8901002,INV-00139,2026-07-02,3,52,7.8,148.2
8901002,INV-00203,2026-07-02,5,52,0,260
8901002,INV-00218,2026-07-02,4,52,10.4,197.6
8901003,INV-00273,2026-07-02,2,272,0,544
8901004,INV-00362,2026-07-02,3,28,8.4,75.6
8901010,INV-00468,2026-07-02,1,90,4.5,85.5
8901011,INV-00500,2026-07-02,1,99,9.9,89.1
8901013,INV-00621,2026-07-02,1,92,0,92
8901030,INV-00746,2026-07-02,2,20,4.0,36.0
8901032,INV-00851,2026-07-02,3,158,0,474
8901033,INV-00898,2026-07-02,2,155,0,310
8901035,INV-01037,2026-07-02,3,19,0,57
8901050,INV-01145,2026-07-02,4,32,6.4,121.6
8901051,INV-01162,2026-07-02,1,270,0,270
8901054,INV-01292,2026-07-02,3,172,25.8,490.2
8901055,INV-01318,2026-07-02,1,94,0,94
8901056,INV-01348,2026-07-02,1,395,0,395
8901059,INV-01434,2026-07-02,1,270,13.5,256.5
8901061,INV-01523,2026-07-02,1,42,0,42
8901064,INV-01634,2026-07-02,2,176,0,352
8901066,INV-01683,2026-07-02,1,56,2.8,53.2
8901066,INV-01717,2026-07-02,1,56,0,56
8901001,INV-00091,2026-07-03,4,68,27.2,244.8
8901001,INV-00095,2026-07-03,3,68,0,204
8901003,INV-00252,2026-07-03,2,272,54.4,489.6
8901003,INV-00264,2026-07-03,5,272,68.0,1292.0
8901004,INV-00327,2026-07-03,2,28,0,56
8901004,INV-00354,2026-07-03,2,28,0,56
8901006,INV-00435,2026-07-03,2,118,0,236
8901006,INV-00441,2026-07-03,1,118,11.8,106.2
8901011,INV-00498,2026-07-03,1,99,4.95,94.05
8901011,INV-00522,2026-07-03,1,99,9.9,89.1
8901013,INV-00607,2026-07-03,2,92,9.2,174.8
8901030,INV-00750,2026-07-03,1,20,0,20
8901031,INV-00772,2026-07-03,3,85,12.75,242.25
8901032,INV-00832,2026-07-03,4,158,0,632
8901032,INV-00840,2026-07-03,4,158,0,632
8901033,INV-00894,2026-07-03,1,155,15.5,139.5
8901034,INV-00980,2026-07-03,3,42,0,126
8901035,INV-01076,2026-07-03,1,19,1.9,17.1
8901054,INV-01293,2026-07-03,1,172,0,172
8901056,INV-01345,2026-07-03,1,395,19.75,375.25
8901061,INV-01525,2026-07-03,1,42,0,42
8901061,INV-01527,2026-07-03,1,42,4.2,37.8
8901062,INV-01555,2026-07-03,2,23,0,46
8901062,INV-01589,2026-07-03,2,23,0,46
8901064,INV-01636,2026-07-03,1,176,8.8,167.2
8901001,INV-00055,2026-07-04,4,68,13.6,258.4
8901001,INV-00098,2026-07-04,4,68,13.6,258.4
8901001,INV-00107,2026-07-04,2,68,0,136
8901002,INV-00145,2026-07-04,2,52,0,104
8901002,INV-00151,2026-07-04,2,52,10.4,93.6
8901002,INV-00163,2026-07-04,1,52,0,52
8901002,INV-00173,2026-07-04,2,52,0,104
8901002,INV-00182,2026-07-04,2,52,5.2,98.8
8901003,INV-00268,2026-07-04,3,272,81.6,734.4
8901003,INV-00301,2026-07-04,3,272,40.8,775.2
8901005,INV-00371,2026-07-04,2,128,0,256
8901005,INV-00379,2026-07-04,2,128,0,256
8901010,INV-00470,2026-07-04,1,90,0,90
8901030,INV-00691,2026-07-04,2,20,0,40
8901033,INV-00918,2026-07-04,1,155,0,155
8901034,INV-00935,2026-07-04,5,42,21.0,189.0
8901034,INV-00959,2026-07-04,4,42,0,168
8901050,INV-01106,2026-07-04,1,32,0,32
8901050,INV-01141,2026-07-04,4,32,0,128
8901051,INV-01171,2026-07-04,2,270,0,540
8901051,INV-01181,2026-07-04,1,270,0,270
8901054,INV-01284,2026-07-04,1,172,0,172
8901054,INV-01304,2026-07-04,1,172,0,172
8901055,INV-01329,2026-07-04,3,94,0,282
8901060,INV-01475,2026-07-04,2,348,69.6,626.4
8901062,INV-01564,2026-07-04,3,23,0,69
8901062,INV-01590,2026-07-04,1,23,0,23
8901062,INV-01598,2026-07-04,4,23,9.2,82.8
8901001,INV-00025,2026-07-05,5,68,0,340
8901001,INV-00068,2026-07-05,5,68,0,340
8901002,INV-00158,2026-07-05,4,52,0,208
8901002,INV-00222,2026-07-05,5,52,26.0,234.0
8901004,INV-00330,2026-07-05,3,28,0,84
8901011,INV-00519,2026-07-05,3,99,0,297
8901012,INV-00539,2026-07-05,1,42,0,42
8901030,INV-00736,2026-07-05,2,20,0,40
8901031,INV-00779,2026-07-05,5,85,0,425
8901031,INV-00804,2026-07-05,3,85,0,255
8901032,INV-00876,2026-07-05,3,158,0,474
8901034,INV-00943,2026-07-05,3,42,0,126
8901035,INV-01018,2026-07-05,1,19,0.95,18.05
8901035,INV-01022,2026-07-05,5,19,0,95
8901050,INV-01116,2026-07-05,4,32,6.4,121.6
8901051,INV-01159,2026-07-05,2,270,0,540
8901052,INV-01196,2026-07-05,1,180,18.0,162.0
8901054,INV-01270,2026-07-05,1,172,0,172
8901054,INV-01279,2026-07-05,3,172,0,516
8901054,INV-01290,2026-07-05,1,172,8.6,163.4
8901057,INV-01374,2026-07-05,1,165,0,165
8901059,INV-01430,2026-07-05,2,270,0,540
8901059,INV-01442,2026-07-05,2,270,0,540
8901059,INV-01451,2026-07-05,1,270,0,270
8901061,INV-01529,2026-07-05,1,42,0,42
8901062,INV-01591,2026-07-05,5,23,0,115
8901063,INV-01627,2026-07-05,3,38,0,114
8901063,INV-01629,2026-07-05,1,38,0,38
8901064,INV-01650,2026-07-05,3,176,0,528
8901065,INV-01666,2026-07-05,2,128,0,256
8901001,INV-00081,2026-07-06,1,68,3.4,64.6
8901001,INV-00111,2026-07-06,2,68,0,136
8901001,INV-00120,2026-07-06,3,68,0,204
8901002,INV-00188,2026-07-06,2,52,0,104
8901003,INV-00284,2026-07-06,3,272,40.8,775.2
8901003,INV-00290,2026-07-06,2,272,27.2,516.8
8901003,INV-00293,2026-07-06,3,272,0,816
8901004,INV-00312,2026-07-06,2,28,0,56
8901005,INV-00367,2026-07-06,2,128,0,256
8901010,INV-00473,2026-07-06,2,90,0,180
8901032,INV-00830,2026-07-06,3,158,47.4,426.6
8901032,INV-00854,2026-07-06,1,158,0,158
8901032,INV-00856,2026-07-06,3,158,0,474
8901033,INV-00911,2026-07-06,1,155,0,155
8901034,INV-00938,2026-07-06,3,42,12.6,113.4
8901051,INV-01166,2026-07-06,2,270,0,540
8901054,INV-01274,2026-07-06,2,172,0,344
8901058,INV-01414,2026-07-06,1,205,0,205
8901059,INV-01425,2026-07-06,1,270,0,270
8901059,INV-01432,2026-07-06,2,270,0,540
8901059,INV-01435,2026-07-06,1,270,13.5,256.5
8901061,INV-01498,2026-07-06,1,42,0,42
8901065,INV-01677,2026-07-06,3,128,38.4,345.6
8901001,INV-00028,2026-07-07,4,68,27.2,244.8
8901001,INV-00097,2026-07-07,5,68,0,340
8901003,INV-00282,2026-07-07,3,272,0,816
8901004,INV-00334,2026-07-07,3,28,8.4,75.6
8901006,INV-00423,2026-07-07,3,118,0,354
8901012,INV-00550,2026-07-07,1,42,0,42
8901013,INV-00573,2026-07-07,1,92,4.6,87.4
