id,product_id,invoice_number,sale_date,quantity_sold,selling_price,discount,total_amount
3934,67,INV-000787,2025-02-25,4,72.78,0,291.12
3935,68,INV-001968,2025-02-25,5,56.93,0,284.65
3936,69,INV-001969,2025-02-25,4,48.74,5,185.21
3937,70,INV-001969,2025-02-25,3,23.67,5,67.46
3938,71,INV-001970,2025-02-25,2,38.07,0,76.14
3939,1,INV-000985,2025-02-26,21,32.34,5,645.18
3940,2,INV-000986,2025-02-26,20,27.66,10,497.88
3941,3,INV-001314,2025-02-26,19,29.85,0,567.15
3942,4,INV-001315,2025-02-26,24,48.57,0,1165.68
3943,5,INV-000986,2025-02-26,18,45.83,0,824.94
3944,6,INV-000987,2025-02-26,14,54.14,0,757.96
3945,7,INV-000790,2025-02-26,11,38.72,0,425.92
3946,8,INV-001316,2025-02-26,9,41.48,5,354.65
3947,9,INV-001974,2025-02-26,6,61.48,5,350.44
3948,10,INV-001975,2025-02-26,16,36.56,5,555.71
3949,11,INV-001975,2025-02-26,8,58.27,10,419.54
3950,12,INV-000791,2025-02-26,5,71.2,20,284.8
3951,13,INV-001318,2025-02-26,22,41.89,0,921.58
3952,14,INV-001318,2025-02-26,20,42.65,0,853.0
3953,15,INV-000791,2025-02-26,20,42.7,0,854.0
3954,16,INV-001319,2025-02-26,13,41.9,0,544.7
3955,17,INV-001319,2025-02-26,15,44.38,0,665.7
3956,18,INV-000990,2025-02-26,6,120.69,0,724.14
3957,19,INV-000990,2025-02-26,8,115.55,0,924.4
3958,20,INV-001320,2025-02-26,7,124.57,0,871.99
3959,21,INV-001980,2025-02-26,31,19.9,0,616.9
3960,22,INV-001981,2025-02-26,7,314.44,0,2201.08
3961,23,INV-001321,2025-02-26,15,277.07,0,4156.05
3962,24,INV-001321,2025-02-26,11,593.02,0,6523.22
3963,25,INV-001982,2025-02-26,14,166.85,0,2335.9
3964,26,INV-001322,2025-02-26,16,25.57,0,409.12
3965,27,INV-000794,2025-02-26,7,726.79,0,5087.53
3966,28,INV-000794,2025-02-26,18,48.11,20,692.78
3967,29,INV-001984,2025-02-26,11,164.7,0,1811.7
3968,30,INV-000993,2025-02-26,10,155.2,0,1552.0
3969,31,INV-000794,2025-02-26,8,57.35,0,458.8
3970,32,INV-001324,2025-02-26,7,61.24,0,428.68
3971,33,INV-001324,2025-02-26,32,19.74,20,505.34
3972,34,INV-000994,2025-02-26,21,32.59,10,615.95
3973,35,INV-001987,2025-02-26,17,38.42,5,620.48
3974,36,INV-000994,2025-02-26,17,22.24,10,340.27
3975,37,INV-000994,2025-02-26,16,22.14,0,354.24
3976,38,INV-001989,2025-02-26,14,27.59,0,386.26
3977,39,INV-001326,2025-02-26,9,86.59,0,779.31
3978,40,INV-001327,2025-02-26,2,477.3,0,954.6
3979,41,INV-001327,2025-02-26,16,39.26,20,502.53
3980,42,INV-000797,2025-02-26,10,68.67,0,686.7
3981,43,INV-000797,2025-02-26,8,235.57,0,1884.56
3982,44,INV-000797,2025-02-26,6,331.43,0,1988.58
3983,45,INV-000996,2025-02-26,10,115.86,0,1158.6
3984,46,INV-001993,2025-02-26,5,178.17,15,757.22
3985,47,INV-000997,2025-02-26,4,306.29,5,1163.9
3986,48,INV-001329,2025-02-26,11,245.69,5,2567.46
3987,49,INV-001994,2025-02-26,6,561.93,0,3371.58
3988,50,INV-001330,2025-02-26,7,170.5,5,1133.83
3989,51,INV-000998,2025-02-26,10,166.94,0,1669.4
3990,52,INV-001331,2025-02-26,11,114.76,0,1262.36
3991,53,INV-001996,2025-02-26,6,81.26,0,487.56
3992,54,INV-001331,2025-02-26,4,171.74,0,686.96
3993,55,INV-000999,2025-02-26,12,33.92,0,407.04
3994,56,INV-001998,2025-02-26,11,29.89,0,328.79
3995,57,INV-001332,2025-02-26,8,57.15,0,457.2
3996,58,INV-000800,2025-02-26,5,118.3,0,591.5
3997,59,INV-001999,2025-02-26,4,141.58,0,566.32
3998,60,INV-001333,2025-02-26,8,158.98,0,1271.84
3999,61,INV-002000,2025-02-26,3,47.63,0,142.89
4000,62,INV-002001,2025-02-26,9,167.61,0,1508.49
4001,63,INV-000801,2025-02-26,5,113.97,0,569.85
4002,64,INV-000801,2025-02-26,7,126.08,0,882.56
4003,65,INV-001001,2025-02-26,9,90.49,0,814.41
4004,66,INV-002003,2025-02-26,9,97.87,0,880.83
4005,67,INV-002003,2025-02-26,4,70.73,0,282.92
4006,68,INV-000802,2025-02-26,5,58.57,0,292.85
4007,69,INV-002004,2025-02-26,4,48.33,0,193.32
4008,70,INV-001337,2025-02-26,3,24.06,0,72.18
4009,71,INV-002005,2025-02-26,2,38.34,0,76.68
4010,1,INV-001337,2025-02-27,23,32.12,0,738.76
4011,2,INV-001338,2025-02-27,18,28.21,0,507.78
4012,3,INV-001004,2025-02-27,16,30.59,0,489.44
4013,4,INV-002007,2025-02-27,24,48.39,15,987.16
4014,5,INV-001004,2025-02-27,19,46.91,5,846.73
4015,6,INV-002008,2025-02-27,14,54.63,15,650.1
4016,7,INV-001339,2025-02-27,11,37.43,0,411.73
4017,8,INV-000804,2025-02-27,7,41.52,0,290.64
4018,9,INV-001005,2025-02-27,6,62.42,0,374.52
4019,10,INV-001005,2025-02-27,14,35.93,5,477.87
4020,11,INV-002011,2025-02-27,7,56.86,0,398.02
4021,12,INV-001006,2025-02-27,5,72.63,0,363.15
4022,13,INV-001006,2025-02-27,25,41.99,0,1049.75
4023,14,INV-000805,2025-02-27,17,42.79,0,727.43
4024,15,INV-001007,2025-02-27,18,42.76,0,769.68
4025,16,INV-001007,2025-02-27,14,41.43,0,580.02
4026,17,INV-000806,2025-02-27,15,44.88,15,572.22
4027,18,INV-001007,2025-02-27,4,118.1,0,472.4
4028,19,INV-001008,2025-02-27,9,115.03,20,828.22
4029,20,INV-001008,2025-02-27,8,124.21,5,944.0
4030,21,INV-002016,2025-02-27,26,20.33,0,528.58
4031,22,INV-002016,2025-02-27,5,306.67,0,1533.35
4032,23,INV-001345,2025-02-27,15,277.29,0,4159.35
4033,24,INV-002017,2025-02-27,9,584.53,10,4734.69
4034,25,INV-002018,2025-02-27,18,165.31,0,2975.58
4035,26,INV-000808,2025-02-27,20,25.99,10,467.82
4036,27,INV-001346,2025-02-27,7,740.66,20,4147.7
4037,28,INV-001010,2025-02-27,16,48.91,0,782.56
4038,29,INV-002020,2025-02-27,11,164.39,0,1808.29
4039,30,INV-000808,2025-02-27,12,156.5,0,1878.0
4040,31,INV-001347,2025-02-27,6,56.94,0,341.64
4041,32,INV-000809,2025-02-27,8,62.9,0,503.2
4042,33,INV-000809,2025-02-27,30,19.61,0,588.3
4043,34,INV-002022,2025-02-27,21,31.7,0,665.7
4044,35,INV-001349,2025-02-27,14,38.06,0,532.84
4045,36,INV-002023,2025-02-27,17,22.43,0,381.31
4046,37,INV-002024,2025-02-27,18,21.56,0,388.08
4047,38,INV-000810,2025-02-27,16,27.98,0,447.68
4048,39,INV-002025,2025-02-27,10,85.45,0,854.5
4049,40,INV-002025,2025-02-27,2,486.75,0,973.5
4050,41,INV-000811,2025-02-27,16,40.51,20,518.53
4051,42,INV-000811,2025-02-27,9,66.77,0,600.93
4052,43,INV-001014,2025-02-27,8,230.4,0,1843.2
4053,44,INV-000811,2025-02-27,6,328.94,0,1973.64
4054,45,INV-002028,2025-02-27,11,113.05,0,1243.55
4055,46,INV-001014,2025-02-27,5,177.62,0,888.1
4056,47,INV-002029,2025-02-27,4,304.62,10,1096.63
4057,48,INV-001353,2025-02-27,9,251.37,0,2262.33
4058,49,INV-002030,2025-02-27,7,560.44,0,3923.08
4059,50,INV-001354,2025-02-27,7,171.85,20,962.36
4060,51,INV-000813,2025-02-27,9,168.15,0,1513.35
4061,52,INV-001354,2025-02-27,10,112.82,0,1128.2
4062,53,INV-000813,2025-02-27,4,80.85,0,323.4
4063,54,INV-001016,2025-02-27,4,168.82,0,675.28
4064,55,INV-000813,2025-02-27,12,34.1,0,409.2
4065,56,INV-000814,2025-02-27,11,30.47,0,335.17
4066,57,INV-000814,2025-02-27,7,56.94,0,398.58
4067,58,INV-002034,2025-02-27,5,118.43,0,592.15
4068,59,INV-001018,2025-02-27,4,140.18,0,560.72
4069,60,INV-001357,2025-02-27,6,162.93,20,782.06
4070,61,INV-000815,2025-02-27,3,48.52,0,145.56
4071,62,INV-002036,2025-02-27,7,167.79,0,1174.53
4072,63,INV-000815,2025-02-27,5,117.11,15,497.72
4073,64,INV-001358,2025-02-27,5,123.24,10,554.58
4074,65,INV-001019,2025-02-27,8,91.09,0,728.72
4075,66,INV-001359,2025-02-27,9,98.02,0,882.18
4076,67,INV-001359,2025-02-27,4,72.08,0,288.32
4077,68,INV-002039,2025-02-27,5,57.97,20,231.88
4078,69,INV-001360,2025-02-27,4,47.64,0,190.56
4079,70,INV-002040,2025-02-27,3,23.7,20,56.88
4080,71,INV-001021,2025-02-27,2,38.37,0,76.74
4081,1,INV-001021,2025-02-28,20,31.85,5,605.15
4082,2,INV-000817,2025-02-28,21,27.57,0,578.97
4083,3,INV-001362,2025-02-28,17,30.17,10,461.6
4084,4,INV-000817,2025-02-28,25,47.43,0,1185.75
4085,5,INV-000818,2025-02-28,20,45.49,0,909.8
4086,6,INV-001363,2025-02-28,12,55.55,0,666.6
4087,7,INV-001363,2025-02-28,9,38.02,0,342.18
4088,8,INV-001363,2025-02-28,9,42.75,0,384.75
4089,9,INV-002045,2025-02-28,6,63.07,0,378.42
4090,10,INV-002046,2025-02-28,13,35.97,0,467.61
4091,11,INV-001364,2025-02-28,9,58.1,0,522.9
4092,12,INV-000819,2025-02-28,5,70.62,15,300.13
4093,13,INV-001365,2025-02-28,17,42.37,0,720.29
4094,14,INV-000819,2025-02-28,18,42.39,10,686.72
4095,15,INV-000820,2025-02-28,14,42.49,10,535.37
4096,16,INV-001366,2025-02-28,15,41.95,0,629.25
4097,17,INV-002049,2025-02-28,18,44.67,0,804.06
4098,18,INV-000820,2025-02-28,5,120.31,0,601.55
4099,19,INV-002050,2025-02-28,9,117.02,0,1053.18
4100,20,INV-001026,2025-02-28,9,123.22,0,1108.98
4101,21,INV-001026,2025-02-28,30,19.67,0,590.1
4102,22,INV-001368,2025-02-28,7,315.76,0,2210.32
4103,23,INV-000821,2025-02-28,14,271.22,0,3797.08
4104,24,INV-001027,2025-02-28,9,605.33,15,4630.77
4105,25,INV-000822,2025-02-28,18,169.06,0,3043.08
4106,26,INV-002054,2025-02-28,19,25.76,10,440.5
4107,27,INV-001370,2025-02-28,7,733.31,0,5133.17
4108,28,INV-001370,2025-02-28,14,47.22,0,661.08
4109,29,INV-000822,2025-02-28,11,167.59,0,1843.49
4110,30,INV-001371,2025-02-28,11,156.9,10,1553.31
4111,31,INV-000823,2025-02-28,7,58.07,0,406.49
4112,32,INV-002057,2025-02-28,7,60.97,0,426.79
4113,33,INV-001372,2025-02-28,33,19.83,0,654.39
4114,34,INV-001372,2025-02-28,25,31.51,20,630.2
4115,35,INV-001372,2025-02-28,16,37.67,0,602.72
4116,36,INV-002059,2025-02-28,23,22.02,20,405.17
4117,37,INV-001030,2025-02-28,18,21.98,0,395.64
4118,38,INV-000824,2025-02-28,14,27.82,0,389.48
4119,39,INV-001374,2025-02-28,9,83.93,15,642.06
4120,40,INV-001374,2025-02-28,2,480.52,0,961.04
4121,41,INV-002061,2025-02-28,14,39.41,0,551.74
4122,42,INV-000825,2025-02-28,9,69.26,0,623.34
4123,43,INV-002062,2025-02-28,9,231.59,0,2084.31
4124,44,INV-000825,2025-02-28,6,332.56,0,1995.36
4125,45,INV-000826,2025-02-28,11,113.96,0,1253.56
4126,46,INV-000826,2025-02-28,4,181.72,20,581.5
4127,47,INV-002064,2025-02-28,3,300.26,5,855.74
4128,48,INV-001377,2025-02-28,11,252.94,20,2225.87
4129,49,INV-001033,2025-02-28,6,561.47,20,2695.06
4130,50,INV-002066,2025-02-28,9,171.87,0,1546.83
4131,51,INV-002066,2025-02-28,9,165.03,0,1485.27
4132,52,INV-002067,2025-02-28,12,114.52,0,1374.24
4133,53,INV-001034,2025-02-28,5,80.15,0,400.75
4134,54,INV-000827,2025-02-28,4,171.16,0,684.64
4135,55,INV-001034,2025-02-28,10,33.8,0,338.0
4136,56,INV-001379,2025-02-28,11,29.76,20,261.89
4137,57,INV-001380,2025-02-28,9,58.93,0,530.37
4138,58,INV-002070,2025-02-28,5,117.99,0,589.95
4139,59,INV-002070,2025-02-28,4,138.94,0,555.76
4140,60,INV-000829,2025-02-28,6,158.41,0,950.46
4141,61,INV-001381,2025-02-28,3,48.74,0,146.22
4142,62,INV-002072,2025-02-28,8,163.97,0,1311.76
4143,63,INV-000829,2025-02-28,5,112.85,20,451.4
4144,64,INV-001037,2025-02-28,6,124.98,0,749.88
4145,65,INV-001037,2025-02-28,8,91.73,0,733.84
4146,66,INV-001383,2025-02-28,8,100.88,5,766.69
4147,67,INV-002074,2025-02-28,4,71.22,0,284.88
4148,68,INV-002075,2025-02-28,5,57.88,10,260.46
4149,69,INV-001038,2025-02-28,4,48.4,0,193.6
4150,70,INV-002076,2025-02-28,3,24.36,10,65.77
4151,71,INV-000831,2025-02-28,2,38.28,0,76.56
4152,1,INV-001385,2025-03-01,36,32.47,0,1168.92
4153,2,INV-001385,2025-03-01,34,27.86,0,947.24
4154,3,INV-001039,2025-03-01,19,29.98,0,569.62
4155,4,INV-000832,2025-03-01,33,48.11,0,1587.63
4156,5,INV-001040,2025-03-01,25,45.75,0,1143.75
4157,6,INV-000832,2025-03-01,16,53.98,0,863.68
4158,7,INV-001040,2025-03-01,17,38.56,0,655.52
4159,8,INV-002080,2025-03-01,13,41.4,0,538.2
4160,9,INV-002081,2025-03-01,9,62.43,0,561.87
4161,10,INV-000833,2025-03-01,30,36.18,0,1085.4
4162,11,INV-001041,2025-03-01,21,57.06,10,1078.43
4163,12,INV-002082,2025-03-01,11,72.93,0,802.23
4164,13,INV-001042,2025-03-01,69,41.27,0,2847.63
4165,14,INV-000834,2025-03-01,79,42.24,20,2669.57
4166,15,INV-001389,2025-03-01,64,41.42,0,2650.88
4167,16,INV-001042,2025-03-01,27,41.84,5,1073.2
4168,17,INV-001043,2025-03-01,75,43.88,0,3291.0
4169,18,INV-000834,2025-03-01,13,118.95,0,1546.35
4170,19,INV-001391,2025-03-01,24,112.85,15,2302.14
4171,20,INV-001043,2025-03-01,15,122.78,0,1841.7
4172,21,INV-000835,2025-03-01,99,20.17,0,1996.83
4173,22,INV-000835,2025-03-01,8,308.31,5,2343.16
4174,23,INV-002088,2025-03-01,25,275.8,5,6550.25
4175,24,INV-001392,2025-03-01,19,586.92,10,10036.33
4176,25,INV-001045,2025-03-01,34,170.83,20,4646.58
4177,26,INV-001393,2025-03-01,25,26.52,0,663.0
4178,27,INV-000836,2025-03-01,14,739.51,20,8282.51
4179,28,INV-001045,2025-03-01,30,48.85,0,1465.5
4180,29,INV-001046,2025-03-01,20,164.43,0,3288.6
4181,30,INV-000837,2025-03-01,18,157.17,20,2263.25
4182,31,INV-001395,2025-03-01,10,57.0,0,570.0
4183,32,INV-000837,2025-03-01,9,62.14,0,559.26
4184,33,INV-001395,2025-03-01,39,19.99,20,623.69
4185,34,INV-000838,2025-03-01,37,31.51,10,1049.28
4186,35,INV-001047,2025-03-01,27,38.2,15,876.69
4187,36,INV-001047,2025-03-01,37,21.65,0,801.05
4188,37,INV-002095,2025-03-01,45,22.3,0,1003.5
4189,38,INV-002095,2025-03-01,27,28.47,20,614.95
4190,39,INV-002096,2025-03-01,13,86.27,0,1121.51
4191,40,INV-001398,2025-03-01,3,475.46,20,1141.1
4192,41,INV-000839,2025-03-01,25,39.76,0,994.0
4193,42,INV-000839,2025-03-01,16,68.43,0,1094.88
4194,43,INV-001399,2025-03-01,12,238.04,15,2428.01
4195,44,INV-002098,2025-03-01,10,327.55,0,3275.5
4196,45,INV-001399,2025-03-01,15,113.18,0,1697.7
4197,46,INV-001050,2025-03-01,10,180.99,0,1809.9
4198,47,INV-001400,2025-03-01,4,304.0,0,1216.0
4199,48,INV-002100,2025-03-01,17,247.0,0,4199.0
4200,49,INV-000841,2025-03-01,10,567.38,0,5673.8
4201,50,INV-001401,2025-03-01,13,171.23,5,2114.69
4202,51,INV-001051,2025-03-01,13,165.52,0,2151.76
4203,52,INV-002102,2025-03-01,18,113.92,0,2050.56
4204,53,INV-002103,2025-03-01,8,78.51,0,628.08
4205,54,INV-001402,2025-03-01,6,170.2,10,919.08
4206,55,INV-000842,2025-03-01,11,33.4,0,367.4
4207,56,INV-002104,2025-03-01,12,30.31,0,363.72
4208,57,INV-001403,2025-03-01,13,57.14,0,742.82
4209,58,INV-001404,2025-03-01,4,122.24,0,488.96
4210,59,INV-000843,2025-03-01,3,140.02,20,336.05
4211,60,INV-001053,2025-03-01,6,157.65,15,804.01
4212,61,INV-001405,2025-03-01,3,47.13,0,141.39
4213,62,INV-002107,2025-03-01,18,167.25,15,2558.92
4214,63,INV-002108,2025-03-01,12,113.72,10,1228.18
4215,64,INV-001406,2025-03-01,11,125.93,0,1385.23
4216,65,INV-000844,2025-03-01,9,90.99,0,818.91
4217,66,INV-000844,2025-03-01,11,100.63,0,1106.93
4218,67,INV-002110,2025-03-01,4,73.35,0,293.4
4219,68,INV-000844,2025-03-01,6,56.93,20,273.26
4220,69,INV-002111,2025-03-01,6,48.37,20,232.18
4221,70,INV-001056,2025-03-01,4,24.38,0,97.52
4222,71,INV-001408,2025-03-01,3,38.47,5,109.64
4223,1,INV-001056,2025-03-02,37,32.6,0,1206.2
4224,2,INV-000845,2025-03-02,33,27.6,0,910.8
4225,3,INV-002113,2025-03-02,29,29.61,0,858.69
4226,4,INV-002114,2025-03-02,37,48.48,10,1614.38
4227,5,INV-000846,2025-03-02,29,45.28,0,1313.12
4228,6,INV-001058,2025-03-02,15,54.81,0,822.15
4229,7,INV-001058,2025-03-02,14,37.61,0,526.54
4230,8,INV-001058,2025-03-02,11,41.19,5,430.44
4231,9,INV-002116,2025-03-02,8,61.77,0,494.16
4232,10,INV-001059,2025-03-02,28,35.79,0,1002.12
4233,11,INV-002117,2025-03-02,19,57.52,15,928.95
4234,12,INV-000847,2025-03-02,12,73.3,0,879.6
4235,13,INV-000848,2025-03-02,80,41.69,0,3335.2
4236,14,INV-000848,2025-03-02,52,41.93,0,2180.36
4237,15,INV-001060,2025-03-02,58,42.1,0,2441.8
4238,16,INV-001060,2025-03-02,49,42.55,0,2084.95
4239,17,INV-001414,2025-03-02,69,43.83,0,3024.27
4240,18,INV-000849,2025-03-02,15,118.05,0,1770.75
4241,19,INV-002121,2025-03-02,22,115.75,10,2291.85
4242,20,INV-001415,2025-03-02,19,125.65,0,2387.35
4243,21,INV-001061,2025-03-02,104,20.17,20,1678.14
4244,22,INV-002123,2025-03-02,5,312.65,0,1563.25
4245,23,INV-001062,2025-03-02,29,275.78,15,6797.98
4246,24,INV-001062,2025-03-02,21,595.94,0,12514.74
4247,25,INV-002124,2025-03-02,30,169.5,0,5085.0
4248,26,INV-001063,2025-03-02,23,26.5,0,609.5
4249,27,INV-001417,2025-03-02,14,746.12,0,10445.68
4250,28,INV-000851,2025-03-02,25,47.19,0,1179.75
4251,29,INV-001418,2025-03-02,18,164.24,0,2956.32
4252,30,INV-001418,2025-03-02,18,157.77,0,2839.86
4253,31,INV-000851,2025-03-02,10,58.24,0,582.4
4254,32,INV-001064,2025-03-02,10,62.29,20,498.32
4255,33,INV-002128,2025-03-02,38,20.16,0,766.08
4256,34,INV-001065,2025-03-02,31,31.82,0,986.42
4257,35,INV-001420,2025-03-02,25,37.51,20,750.2
4258,36,INV-001065,2025-03-02,40,22.04,0,881.6
4259,37,INV-001420,2025-03-02,44,21.68,10,858.53
4260,38,INV-001066,2025-03-02,30,27.65,10,746.55
4261,39,INV-001066,2025-03-02,16,86.19,0,1379.04
4262,40,INV-001066,2025-03-02,3,473.5,0,1420.5
4263,41,INV-000853,2025-03-02,27,40.17,0,1084.59
4264,42,INV-002133,2025-03-02,13,68.85,0,895.05
4265,43,INV-001067,2025-03-02,14,236.62,0,3312.68
4266,44,INV-002134,2025-03-02,11,332.89,0,3661.79
4267,45,INV-002134,2025-03-02,14,112.89,15,1343.39
4268,46,INV-000854,2025-03-02,10,179.73,10,1617.57
4269,47,INV-001424,2025-03-02,4,304.47,0,1217.88
4270,48,INV-001424,2025-03-02,16,248.28,0,3972.48
4271,49,INV-002136,2025-03-02,10,562.16,0,5621.6
4272,50,INV-000855,2025-03-02,12,167.7,0,2012.4
4273,51,INV-001069,2025-03-02,11,166.4,0,1830.4
4274,52,INV-000855,2025-03-02,16,113.32,5,1722.46
4275,53,INV-001069,2025-03-02,8,78.43,15,533.32
4276,54,INV-001070,2025-03-02,6,169.86,0,1019.16
4277,55,INV-001070,2025-03-02,11,34.29,0,377.19
4278,56,INV-002140,2025-03-02,11,30.24,15,282.74
4279,57,INV-002140,2025-03-02,14,59.15,20,662.48
4280,58,INV-001427,2025-03-02,4,120.06,0,480.24
4281,59,INV-002141,2025-03-02,3,142.07,20,340.97
4282,60,INV-000857,2025-03-02,6,159.37,0,956.22
4283,61,INV-001071,2025-03-02,3,47.92,20,115.01
4284,62,INV-002143,2025-03-02,15,166.57,5,2373.62
4285,63,INV-001429,2025-03-02,13,116.61,0,1515.93
4286,64,INV-001429,2025-03-02,11,122.57,0,1348.27
4287,65,INV-001072,2025-03-02,10,90.34,0,903.4
4288,66,INV-002145,2025-03-02,10,100.47,10,904.23
4289,67,INV-001073,2025-03-02,4,72.98,20,233.54
4290,68,INV-002146,2025-03-02,5,56.85,0,284.25
4291,69,INV-001073,2025-03-02,5,47.79,0,238.95
4292,70,INV-000859,2025-03-02,4,24.18,0,96.72
4293,1,INV-001074,2025-03-03,25,31.76,0,794.0
4294,2,INV-001074,2025-03-03,25,28.5,0,712.5
4295,3,INV-002148,2025-03-03,18,29.73,0,535.14
4296,4,INV-001433,2025-03-03,28,48.79,15,1161.2
4297,5,INV-001433,2025-03-03,22,45.14,5,943.43
4298,6,INV-002150,2025-03-03,14,54.27,0,759.78
4299,7,INV-001075,2025-03-03,11,38.13,20,335.54
4300,8,INV-001076,2025-03-03,10,41.36,0,413.6
4301,9,INV-000861,2025-03-03,6,61.61,0,369.66
4302,10,INV-002152,2025-03-03,16,36.72,0,587.52
4303,11,INV-002152,2025-03-03,9,57.18,5,488.89
4304,12,INV-001435,2025-03-03,6,71.36,0,428.16
4305,13,INV-001077,2025-03-03,60,42.26,0,2535.6
4306,14,INV-001436,2025-03-03,48,42.1,0,2020.8
4307,15,INV-001077,2025-03-03,39,41.32,10,1450.33
4308,16,INV-002155,2025-03-03,37,42.76,0,1582.12
4309,17,INV-001437,2025-03-03,36,43.24,0,1556.64
4310,18,INV-000863,2025-03-03,8,117.95,0,943.6
4311,19,INV-002156,2025-03-03,20,116.56,0,2331.2
4312,20,INV-001438,2025-03-03,17,126.57,0,2151.69
4313,21,INV-001079,2025-03-03,64,19.9,0,1273.6
4314,22,INV-002158,2025-03-03,6,315.26,15,1607.83
4315,23,INV-000864,2025-03-03,22,278.16,5,5813.54
4316,24,INV-001080,2025-03-03,18,598.91,5,10241.36
4317,25,INV-001440,2025-03-03,25,167.63,0,4190.75
4318,26,INV-001440,2025-03-03,26,25.51,0,663.26
4319,27,INV-001440,2025-03-03,15,741.6,0,11124.0
4320,28,INV-000865,2025-03-03,28,48.61,0,1361.08
4321,29,INV-002161,2025-03-03,17,161.85,0,2751.45
4322,30,INV-002162,2025-03-03,15,153.46,0,2301.9
4323,31,INV-001081,2025-03-03,9,58.45,0,526.05
4324,32,INV-002163,2025-03-03,8,62.08,15,422.14
4325,33,INV-001082,2025-03-03,37,19.95,0,738.15
4326,34,INV-000866,2025-03-03,27,31.6,0,853.2
4327,35,INV-002164,2025-03-03,17,38.03,0,646.51
4328,36,INV-000866,2025-03-03,29,22.13,0,641.77
4329,37,INV-002165,2025-03-03,28,21.58,0,604.24
4330,38,INV-001444,2025-03-03,18,28.49,0,512.82
4331,39,INV-002166,2025-03-03,10,84.79,0,847.9
4332,41,INV-000867,2025-03-03,21,40.05,20,672.84
4333,42,INV-001084,2025-03-03,12,67.17,0,806.04
4334,43,INV-001445,2025-03-03,11,233.05,0,2563.55
4335,44,INV-000868,2025-03-03,11,325.73,10,3224.73
4336,45,INV-001446,2025-03-03,11,116.18,20,1022.38
4337,46,INV-001085,2025-03-03,8,176.83,0,1414.64
4338,47,INV-001447,2025-03-03,5,301.51,0,1507.55
4339,48,INV-000868,2025-03-03,15,248.72,0,3730.8
4340,49,INV-001447,2025-03-03,9,561.89,0,5057.01
4341,50,INV-000869,2025-03-03,11,167.06,0,1837.66
4342,51,INV-001448,2025-03-03,10,166.06,0,1660.6
4343,52,INV-001086,2025-03-03,15,114.14,0,1712.1
4344,53,INV-002173,2025-03-03,8,81.19,0,649.52
4345,54,INV-002173,2025-03-03,7,174.27,15,1036.91
4346,55,INV-002174,2025-03-03,11,34.12,0,375.32
4347,56,INV-000870,2025-03-03,10,29.87,0,298.7
4348,57,INV-001088,2025-03-03,10,58.09,0,580.9
4349,58,INV-000870,2025-03-03,4,119.22,0,476.88
4350,59,INV-002176,2025-03-03,3,140.48,0,421.44
4351,60,INV-001451,2025-03-03,6,159.4,0,956.4
4352,61,INV-001089,2025-03-03,3,48.02,0,144.06
4353,62,INV-002177,2025-03-03,10,163.98,10,1475.82
4354,63,INV-002178,2025-03-03,8,115.67,0,925.36
4355,64,INV-002178,2025-03-03,7,125.52,0,878.64
4356,65,INV-002179,2025-03-03,8,89.06,0,712.48
4357,66,INV-001453,2025-03-03,9,97.78,0,880.02
4358,67,INV-001090,2025-03-03,4,72.47,0,289.88
4359,68,INV-002180,2025-03-03,6,57.91,20,277.97
4360,69,INV-002181,2025-03-03,6,47.84,0,287.04
4361,70,INV-001454,2025-03-03,4,24.25,0,97.0
4362,71,INV-002182,2025-03-03,3,38.06,0,114.18
4363,1,INV-001455,2025-03-04,28,31.77,0,889.56
4364,2,INV-001455,2025-03-04,22,28.43,0,625.46
4365,3,INV-001456,2025-03-04,22,30.09,20,529.58
4366,4,INV-000874,2025-03-04,23,47.75,10,988.43
4367,5,INV-001456,2025-03-04,19,46.7,0,887.3
4368,6,INV-001457,2025-03-04,12,55.67,0,668.04
4369,7,INV-001457,2025-03-04,11,38.26,5,399.82
4370,8,INV-001093,2025-03-04,8,41.3,0,330.4
4371,9,INV-002186,2025-03-04,6,61.78,0,370.68
4372,10,INV-001458,2025-03-04,18,35.83,0,644.94
4373,11,INV-001094,2025-03-04,11,58.31,0,641.41
4374,12,INV-000875,2025-03-04,6,73.11,10,394.79
4375,13,INV-002188,2025-03-04,70,41.27,5,2744.45
4376,14,INV-002189,2025-03-04,56,41.28,10,2080.51
4377,15,INV-001095,2025-03-04,34,41.77,20,1136.14
4378,16,INV-001095,2025-03-04,36,42.04,15,1286.42
4379,17,INV-001095,2025-03-04,46,43.61,5,1905.76
4380,18,INV-000877,2025-03-04,9,117.75,0,1059.75
4381,19,INV-001461,2025-03-04,19,114.09,15,1842.55
4382,20,INV-001461,2025-03-04,15,124.05,0,1860.75
4383,21,INV-001096,2025-03-04,81,19.78,0,1602.18
4384,22,INV-001462,2025-03-04,6,305.11,0,1830.66
4385,23,INV-002193,2025-03-04,20,279.97,0,5599.4
4386,24,INV-002194,2025-03-04,19,600.93,0,11417.67
4387,25,INV-001463,2025-03-04,28,167.57,0,4691.96
4388,26,INV-001463,2025-03-04,20,26.33,0,526.6
4389,27,INV-001098,2025-03-04,12,731.93,0,8783.16
4390,28,INV-001098,2025-03-04,21,47.22,20,793.3
4391,29,INV-000879,2025-03-04,20,167.92,0,3358.4
4392,30,INV-001099,2025-03-04,16,156.73,0,2507.68
